win,threshold,hand
1,19,"King of Hearts||Three of Hearts||Ace of Clubs||(14 or 24 points)"
0,19,"Five of Spades||Four of Spades||Six of Clubs||Queen of Spades||(25 points)"
0,19,"King of Hearts||Jack of Spades||(20 points)"
0,19,"Five of Diamonds||Four of Spades||Ten of Spades||Six of Clubs||(25 points)"
0,19,"Four of Spades||King of Spades||Nigh of Hearts||(23 points)"
0,19,"Two of Clubs||Eight of Clubs||Seven of Clubs||Jack of Clubs||(27 points)"
0,19,"Eight of Clubs||Jack of Hearts||Eight of Hearts||(26 points)"
1,19,"Five of Spades||Queen of Clubs||Four of Spades||Ace of Spades||(20 or 30 points)"
0,19,"Three of Hearts||Ten of Spades||King of Spades||(23 points)"
0,19,"Jack of Clubs||Eight of Clubs||Four of Clubs||(22 points)"
1,19,"Queen of Diamonds||Six of Hearts||Three of Spades||Two of Clubs||(21 points)"
1,19,"Ace of Hearts||Five of Spades||Jack of Hearts||(16 or 26 points)"
1,19,"Queen of Clubs||Ace of Diamonds||(11 or 21 points)"
1,19,"Six of Diamonds||Four of Diamonds||Ace of Diamonds||(11 or 21 points)"
1,19,"Six of Diamonds||Three of Hearts||Jack of Hearts||Ace of Clubs||(20 or 30 points)"
0,19,"Nigh of Diamonds||Jack of Spades||Five of Spades||(24 points)"
0,19,"Six of Clubs||King of Diamonds||Ten of Hearts||(26 points)"
1,19,"Ace of Clubs||Four of Hearts||Jack of Hearts||(15 or 25 points)"
0,19,"King of Diamonds||King of Spades||(20 points)"
0,19,"Three of Spades||Two of Hearts||King of Diamonds||Jack of Hearts||(25 points)"
0,19,"Six of Hearts||Three of Clubs||Jack of Clubs||Nigh of Diamonds||(28 points)"
1,19,"Eight of Diamonds||Three of Hearts||Queen of Hearts||(21 points)"
1,19,"Ten of Diamonds||Four of Spades||Seven of Diamonds||(21 points)"
0,19,"Jack of Hearts||Eight of Hearts||Four of Hearts||(22 points)"
1,19,"Five of Spades||Six of Spades||Four of Hearts||Ace of Hearts||(16 or 26 points)"
0,19,"Four of Hearts||Five of Diamonds||Ten of Clubs||Eight of Hearts||(27 points)"
1,19,"Ace of Spades||Ace of Diamonds||(2, 2, 2 or 22 points)"
0,19,"Queen of Spades||Seven of Hearts||Five of Hearts||(22 points)"
1,19,"Six of Clubs||Seven of Diamonds||Eight of Diamonds||(21 points)"
0,19,"King of Clubs||Seven of Spades||Queen of Spades||(27 points)"
1,19,"Nigh of Hearts||Jack of Hearts||Two of Hearts||(21 points)"
0,19,"Jack of Hearts||Six of Hearts||Two of Spades||Four of Diamonds||(22 points)"
0,19,"Six of Hearts||Queen of Spades||King of Clubs||(26 points)"
0,19,"Ace of Hearts||Eight of Spades||Three of Diamonds||(12 or 22 points)"
1,19,"Nigh of Clubs||Ace of Spades||(10 or 20 points)"
0,19,"Queen of Diamonds||Two of Diamonds||Five of Diamonds||Jack of Spades||(27 points)"
1,19,"Jack of Hearts||Six of Hearts||Five of Spades||(21 points)"
1,19,"Three of Hearts||Eight of Spades||Ace of Diamonds||(12 or 22 points)"
0,19,"Ten of Hearts||Six of Diamonds||Two of Clubs||Four of Spades||(22 points)"
0,19,"King of Diamonds||Eight of Diamonds||Eight of Spades||(26 points)"
0,19,"Four of Spades||Ten of Clubs||Four of Diamonds||Jack of Hearts||(28 points)"
0,19,"Queen of Spades||Seven of Diamonds||Seven of Hearts||(24 points)"
0,19,"Seven of Clubs||Six of Diamonds||Five of Hearts||Nigh of Spades||(27 points)"
0,19,"Two of Clubs||Eight of Diamonds||Six of Spades||Seven of Clubs||(23 points)"
0,19,"Eight of Spades||Nigh of Clubs||King of Spades||(27 points)"
0,19,"Queen of Spades||Four of Clubs||Ten of Hearts||(24 points)"
0,19,"Three of Hearts||Jack of Hearts||Six of Hearts||Ten of Diamonds||(29 points)"
0,19,"Jack of Diamonds||Two of Clubs||Three of Hearts||Eight of Clubs||(23 points)"
1,19,"Ten of Spades||King of Clubs||(20 points)"
1,19,"Ace of Diamonds||Ten of Diamonds||(11 or 21 points)"
1,19,"King of Diamonds||Queen of Diamonds||(20 points)"
0,19,"Four of Hearts||Nigh of Hearts||Eight of Hearts||(21 points)"
0,19,"Ten of Diamonds||Four of Spades||Jack of Spades||(24 points)"
0,19,"King of Diamonds||Ten of Spades||(20 points)"
1,19,"Ten of Hearts||Two of Spades||Eight of Diamonds||(20 points)"
1,19,"Ten of Hearts||Eight of Spades||Three of Clubs||(21 points)"
0,19,"Seven of Spades||Two of Spades||Five of Spades||King of Clubs||(24 points)"
1,19,"Jack of Hearts||Ten of Clubs||(20 points)"
0,19,"Nigh of Spades||Five of Diamonds||Ace of Spades||(15 or 25 points)"
0,19,"Five of Diamonds||Jack of Clubs||Six of Hearts||(21 points)"
1,19,"Two of Diamonds||Five of Spades||Queen of Hearts||Four of Spades||(21 points)"
0,19,"Four of Hearts||Eight of Hearts||Four of Spades||Seven of Diamonds||(23 points)"
1,19,"Five of Spades||Ace of Hearts||Six of Clubs||(12 or 22 points)"
0,19,"Two of Diamonds||Jack of Hearts||Eight of Diamonds||(20 points)"
0,19,"Four of Hearts||King of Hearts||Two of Spades||Three of Hearts||Eight of Diamonds||(27 points)"
0,19,"Six of Hearts||Nigh of Hearts||Queen of Hearts||(25 points)"
1,19,"Four of Spades||Seven of Hearts||Jack of Diamonds||(21 points)"
0,19,"Six of Diamonds||Nigh of Clubs||King of Spades||(25 points)"
1,19,"King of Spades||Ten of Spades||(20 points)"
1,19,"Six of Hearts||Seven of Spades||Four of Spades||Three of Diamonds||(20 points)"
1,19,"Queen of Spades||Six of Diamonds||Four of Hearts||(20 points)"
1,19,"Two of Diamonds||King of Spades||Nigh of Spades||(21 points)"
1,19,"Three of Clubs||Five of Clubs||Jack of Clubs||Two of Diamonds||(20 points)"
0,19,"Queen of Clubs||Five of Diamonds||Two of Hearts||Seven of Hearts||(24 points)"
1,19,"Ace of Hearts||Four of Clubs||Eight of Clubs||(13 or 23 points)"
0,19,"Four of Diamonds||Three of Diamonds||Nigh of Diamonds||Nigh of Hearts||(25 points)"
1,19,"Nigh of Diamonds||Five of Spades||Seven of Hearts||(21 points)"
0,19,"Queen of Hearts||Seven of Spades||Nigh of Diamonds||(26 points)"
0,19,"Seven of Clubs||Three of Clubs||Eight of Hearts||Four of Hearts||(22 points)"
1,19,"Jack of Spades||King of Hearts||(20 points)"
0,19,"Ten of Spades||Five of Hearts||Queen of Spades||(25 points)"
1,19,"Ace of Clubs||Eight of Diamonds||Queen of Diamonds||(19 or 29 points)"
1,19,"Jack of Hearts||Two of Clubs||Nigh of Hearts||(21 points)"
0,19,"King of Diamonds||Eight of Hearts||Jack of Diamonds||(28 points)"
1,19,"King of Diamonds||Six of Spades||Five of Spades||(21 points)"
0,19,"Five of Hearts||Queen of Spades||Nigh of Hearts||(24 points)"
0,19,"Seven of Spades||Seven of Clubs||Three of Hearts||Ace of Diamonds||(18 or 28 points)"
0,19,"Two of Diamonds||Five of Spades||Jack of Diamonds||Five of Clubs||(22 points)"
1,19,"Six of Clubs||Jack of Diamonds||Five of Diamonds||(21 points)"
1,19,"King of Hearts||Ace of Clubs||(11 or 21 points)"
0,19,"Five of Diamonds||Six of Hearts||Two of Diamonds||Ten of Clubs||(23 points)"
1,19,"Three of Spades||Jack of Spades||Seven of Clubs||(20 points)"
1,19,"King of Hearts||Ace of Clubs||(11 or 21 points)"
0,19,"Five of Clubs||Ten of Clubs||Nigh of Clubs||(24 points)"
0,19,"Seven of Clubs||Ten of Spades||Five of Hearts||(22 points)"
0,19,"Queen of Hearts||Two of Diamonds||Six of Diamonds||Seven of Clubs||(25 points)"
0,19,"Nigh of Clubs||Seven of Spades||Jack of Diamonds||(26 points)"
0,19,"Six of Spades||Jack of Diamonds||Ten of Diamonds||(26 points)"
1,19,"Ace of Hearts||Five of Clubs||Queen of Clubs||(16 or 26 points)"
1,19,"Two of Hearts||Six of Clubs||Four of Spades||Two of Spades||Six of Diamonds||(20 points)"
1,19,"Jack of Hearts||Queen of Hearts||(20 points)"
1,19,"Seven of Hearts||Three of Hearts||King of Hearts||(20 points)"
0,19,"King of Spades||Six of Diamonds||Ten of Diamonds||(26 points)"
1,19,"Four of Diamonds||Ace of Clubs||Eight of Spades||(13 or 23 points)"
0,19,"Eight of Hearts||Seven of Hearts||Queen of Clubs||(25 points)"
0,19,"Ten of Diamonds||Six of Spades||Two of Diamonds||Queen of Clubs||(28 points)"
1,19,"Queen of Hearts||King of Clubs||(20 points)"
1,19,"Five of Clubs||Four of Hearts||Eight of Diamonds||Three of Clubs||(20 points)"
0,19,"King of Clubs||King of Hearts||(20 points)"
0,19,"Four of Diamonds||Six of Diamonds||Two of Spades||Eight of Spades||(20 points)"
0,19,"Ten of Clubs||Two of Spades||Three of Hearts||Seven of Diamonds||(22 points)"
1,19,"Four of Hearts||Ace of Diamonds||Nigh of Hearts||(14 or 24 points)"
1,19,"Two of Hearts||Ace of Spades||Four of Spades||Jack of Spades||(17 or 27 points)"
0,19,"Jack of Clubs||Seven of Spades||Six of Spades||(23 points)"
0,19,"Five of Hearts||Seven of Spades||Five of Spades||Four of Clubs||(21 points)"
0,19,"Seven of Clubs||Five of Diamonds||Jack of Diamonds||(22 points)"
0,19,"Eight of Hearts||Six of Spades||Five of Hearts||Five of Spades||(24 points)"
1,19,"Queen of Spades||Ten of Clubs||(20 points)"
1,19,"Seven of Spades||Seven of Diamonds||Ace of Hearts||(15 or 25 points)"
0,19,"Queen of Spades||Queen of Clubs||(20 points)"
0,19,"Six of Diamonds||Seven of Hearts||Five of Clubs||Seven of Diamonds||(25 points)"
1,19,"Ten of Clubs||Three of Spades||Seven of Clubs||(20 points)"
0,19,"Two of Spades||Five of Hearts||Ten of Clubs||Eight of Spades||(25 points)"
1,19,"King of Diamonds||Eight of Clubs||Two of Hearts||(20 points)"
0,19,"Queen of Diamonds||Five of Hearts||Queen of Spades||(25 points)"
0,19,"Nigh of Spades||Three of Hearts||Jack of Diamonds||(22 points)"
0,19,"Eight of Spades||Queen of Clubs||Four of Clubs||(22 points)"
0,19,"Nigh of Hearts||Seven of Spades||Jack of Hearts||(26 points)"
0,19,"Eight of Diamonds||Jack of Diamonds||Ten of Diamonds||(28 points)"
1,19,"Nigh of Clubs||Seven of Clubs||Five of Clubs||(21 points)"
0,19,"Two of Diamonds||Three of Spades||Five of Hearts||Six of Spades||Two of Spades||Nigh of Spades||(27 points)"
1,19,"Two of Diamonds||Ace of Spades||Seven of Spades||(10 or 20 points)"
1,19,"Ace of Hearts||Three of Spades||Two of Spades||Nigh of Diamonds||(15 or 25 points)"
0,19,"Ten of Diamonds||Five of Spades||Eight of Diamonds||(23 points)"
0,19,"Eight of Diamonds||Six of Clubs||Nigh of Hearts||(23 points)"
0,19,"Jack of Clubs||Five of Diamonds||Three of Diamonds||Ten of Clubs||(28 points)"
0,19,"Queen of Diamonds||King of Clubs||(20 points)"
0,19,"Seven of Spades||Three of Clubs||Three of Hearts||Jack of Clubs||(23 points)"
1,19,"Eight of Spades||Three of Spades||Ace of Spades||(12 or 22 points)"
0,19,"Three of Diamonds||Two of Diamonds||Ten of Clubs||King of Spades||(25 points)"
0,19,"Three of Diamonds||Jack of Clubs||Five of Hearts||Eight of Spades||(26 points)"
0,19,"Seven of Spades||Nigh of Diamonds||Eight of Hearts||(24 points)"
1,19,"Nigh of Hearts||Ace of Diamonds||(10 or 20 points)"
1,19,"King of Spades||Nigh of Clubs||Two of Spades||(21 points)"
0,19,"Ten of Diamonds||Three of Spades||Queen of Spades||(23 points)"
0,19,"Two of Spades||Three of Clubs||Eight of Clubs||Four of Diamonds||Jack of Diamonds||(27 points)"
1,19,"Ten of Spades||Five of Spades||Five of Diamonds||(20 points)"
1,19,"Seven of Clubs||Queen of Hearts||Ace of Spades||(18 or 28 points)"
0,19,"Five of Spades||Ace of Clubs||Three of Hearts||Seven of Hearts||(16 or 26 points)"
0,19,"Four of Hearts||King of Hearts||Eight of Hearts||(22 points)"
1,19,"Nigh of Hearts||Five of Diamonds||Ace of Spades||(15 or 25 points)"
1,19,"Eight of Hearts||Four of Hearts||Five of Hearts||Four of Spades||(21 points)"
0,19,"Jack of Hearts||Nigh of Spades||Nigh of Clubs||(28 points)"
1,19,"Five of Clubs||Queen of Spades||Five of Spades||(20 points)"
0,19,"Nigh of Hearts||Ten of Clubs||Nigh of Diamonds||(28 points)"
0,19,"Three of Clubs||Six of Spades||Nigh of Hearts||Queen of Diamonds||(28 points)"
1,19,"Five of Diamonds||Nigh of Spades||Six of Clubs||(20 points)"
0,19,"Five of Spades||King of Spades||Eight of Hearts||(23 points)"
0,19,"Eight of Clubs||Two of Spades||Four of Clubs||Queen of Clubs||(24 points)"
1,19,"Seven of Clubs||Three of Spades||Five of Spades||Six of Diamonds||(21 points)"
0,19,"Queen of Clubs||Eight of Hearts||Seven of Diamonds||(25 points)"
0,19,"Two of Diamonds||Six of Clubs||Seven of Hearts||Two of Hearts||Five of Spades||(22 points)"
0,19,"Nigh of Clubs||Jack of Hearts||Jack of Spades||(29 points)"
1,19,"Jack of Hearts||Seven of Diamonds||Ace of Clubs||(18 or 28 points)"
1,19,"Ace of Spades||Jack of Hearts||(11 or 21 points)"
0,19,"Ace of Spades||Five of Clubs||King of Clubs||(16 or 26 points)"
1,19,"Jack of Spades||Ten of Clubs||(20 points)"
1,19,"Eight of Diamonds||Two of Diamonds||Ace of Hearts||(11 or 21 points)"
0,19,"Two of Clubs||Three of Hearts||Seven of Hearts||King of Spades||(22 points)"
1,19,"Five of Diamonds||Ace of Diamonds||Seven of Hearts||(13 or 23 points)"
1,19,"King of Hearts||Queen of Clubs||(20 points)"
1,19,"Eight of Hearts||Five of Spades||Two of Clubs||Three of Hearts||Three of Diamonds||(21 points)"
1,19,"Ace of Clubs||King of Diamonds||(11 or 21 points)"
0,19,"Ten of Clubs||King of Spades||(20 points)"
1,19,"Four of Clubs||King of Clubs||Ace of Spades||(15 or 25 points)"
0,19,"Seven of Hearts||Ten of Diamonds||Four of Clubs||(21 points)"
0,19,"Ten of Clubs||Seven of Clubs||Six of Diamonds||(23 points)"
1,19,"Five of Spades||King of Hearts||Five of Diamonds||(20 points)"
0,19,"Seven of Diamonds||Jack of Spades||Queen of Spades||(27 points)"
0,19,"Five of Clubs||Four of Hearts||Seven of Hearts||Queen of Diamonds||(26 points)"
1,19,"King of Spades||Ace of Hearts||(11 or 21 points)"
0,19,"Five of Hearts||Five of Clubs||Two of Diamonds||Ten of Hearts||(22 points)"
0,19,"Three of Spades||Eight of Hearts||Four of Spades||Jack of Spades||(25 points)"
1,19,"Four of Clubs||Ace of Hearts||Jack of Hearts||(15 or 25 points)"
1,19,"Eight of Diamonds||Ace of Hearts||Eight of Clubs||(17 or 27 points)"
0,19,"Five of Spades||Ten of Spades||Nigh of Spades||(24 points)"
0,19,"Nigh of Spades||Three of Hearts||Two of Hearts||Three of Spades||Ten of Diamonds||(27 points)"
1,19,"Nigh of Hearts||Ace of Diamonds||(10 or 20 points)"
0,19,"Two of Spades||King of Diamonds||Six of Diamonds||Eight of Spades||(26 points)"
1,19,"Nigh of Spades||King of Clubs||Ace of Spades||(20 or 30 points)"
0,19,"Ten of Diamonds||Nigh of Hearts||Five of Hearts||(24 points)"
0,19,"Six of Spades||Two of Hearts||Queen of Clubs||Ten of Clubs||(28 points)"
0,19,"Six of Diamonds||Two of Diamonds||Seven of Spades||Seven of Hearts||(22 points)"
1,19,"King of Spades||Eight of Spades||Two of Hearts||(20 points)"
1,19,"Two of Hearts||Six of Diamonds||Ace of Clubs||Three of Clubs||(12 or 22 points)"
0,19,"Seven of Spades||Seven of Clubs||Three of Clubs||King of Spades||(27 points)"
1,19,"Two of Hearts||Ace of Clubs||Five of Hearts||Eight of Diamonds||(16 or 26 points)"
0,19,"Three of Clubs||Five of Diamonds||Six of Spades||King of Spades||(24 points)"
1,19,"Queen of Spades||Jack of Clubs||(20 points)"
1,19,"Jack of Spades||Ace of Hearts||(11 or 21 points)"
0,19,"Ten of Hearts||Ace of Diamonds||(11 or 21 points)"
0,19,"Nigh of Clubs||Eight of Diamonds||Five of Hearts||(22 points)"
0,19,"Three of Clubs||Ten of Spades||Jack of Hearts||(23 points)"
1,19,"Ten of Hearts||Three of Spades||Eight of Clubs||(21 points)"
0,19,"King of Hearts||King of Diamonds||(20 points)"
0,19,"Five of Clubs||Ten of Diamonds||Jack of Clubs||(25 points)"
1,19,"Jack of Clubs||King of Spades||(20 points)"
1,19,"Two of Clubs||Eight of Diamonds||Four of Spades||Seven of Spades||(21 points)"
0,19,"Seven of Clubs||Four of Diamonds||Ten of Clubs||(21 points)"
1,19,"Eight of Spades||Four of Hearts||Ace of Diamonds||(13 or 23 points)"
0,19,"Two of Clubs||Three of Spades||Four of Clubs||Ten of Spades||Eight of Diamonds||(27 points)"
0,19,"Ten of Clubs||Four of Spades||Jack of Clubs||(24 points)"
1,19,"Four of Diamonds||Nigh of Diamonds||Four of Hearts||Three of Clubs||(20 points)"
1,19,"Ten of Spades||Six of Hearts||Four of Spades||(20 points)"
1,19,"Six of Hearts||Ace of Hearts||Ten of Hearts||(17 or 27 points)"
0,19,"Nigh of Hearts||Eight of Diamonds||Jack of Diamonds||(27 points)"
0,19,"Four of Hearts||Jack of Hearts||Two of Hearts||Jack of Diamonds||(26 points)"
0,19,"Eight of Clubs||Nigh of Diamonds||Two of Hearts||Five of Spades||(24 points)"
0,19,"Six of Clubs||Queen of Diamonds||King of Clubs||(26 points)"
0,19,"Five of Hearts||Seven of Diamonds||Seven of Clubs||Nigh of Diamonds||(28 points)"
0,19,"Six of Clubs||Nigh of Hearts||Seven of Clubs||(22 points)"
0,19,"Four of Clubs||Seven of Diamonds||Three of Clubs||Five of Spades||Jack of Spades||(29 points)"
0,19,"Ten of Clubs||Nigh of Clubs||Ten of Diamonds||(29 points)"
1,19,"Queen of Spades||Seven of Hearts||Ace of Diamonds||(18 or 28 points)"
1,19,"Two of Clubs||Six of Hearts||Ace of Spades||Seven of Hearts||(16 or 26 points)"
0,19,"Five of Clubs||Two of Hearts||Ace of Clubs||Six of Hearts||(14 or 24 points)"
1,19,"King of Diamonds||Queen of Hearts||(20 points)"
0,19,"King of Diamonds||Queen of Spades||(20 points)"
0,19,"Two of Clubs||Jack of Diamonds||Six of Hearts||Four of Clubs||(22 points)"
1,19,"Jack of Hearts||Eight of Spades||Two of Hearts||(20 points)"
1,19,"King of Clubs||Six of Clubs||Four of Clubs||(20 points)"
1,19,"Two of Hearts||Queen of Hearts||Ace of Spades||(13 or 23 points)"
0,19,"Five of Clubs||Seven of Clubs||Queen of Diamonds||(22 points)"
0,19,"Seven of Hearts||Six of Diamonds||Two of Clubs||Ten of Clubs||(25 points)"
0,19,"Ten of Spades||Three of Clubs||Two of Clubs||Seven of Clubs||(22 points)"
0,19,"King of Diamonds||Eight of Hearts||Jack of Diamonds||(28 points)"
1,19,"King of Diamonds||Ace of Diamonds||(11 or 21 points)"
0,19,"Six of Hearts||Six of Clubs||Jack of Clubs||(22 points)"
1,19,"Ace of Diamonds||Queen of Hearts||(11 or 21 points)"
1,19,"Six of Hearts||Five of Hearts||Nigh of Diamonds||(20 points)"
1,19,"Queen of Hearts||Jack of Diamonds||(20 points)"
1,19,"Jack of Diamonds||Ten of Clubs||(20 points)"
0,19,"Jack of Hearts||Three of Hearts||Two of Diamonds||King of Spades||(25 points)"
0,19,"Nigh of Spades||Nigh of Clubs||Four of Spades||(22 points)"
0,19,"Seven of Hearts||Eight of Clubs||Queen of Clubs||(25 points)"
1,19,"Queen of Diamonds||Ace of Spades||(11 or 21 points)"
1,19,"Six of Diamonds||King of Clubs||Four of Clubs||(20 points)"
0,19,"King of Hearts||Three of Diamonds||Jack of Hearts||(23 points)"
0,19,"Eight of Diamonds||Queen of Diamonds||Seven of Diamonds||(25 points)"
0,19,"Two of Hearts||Two of Diamonds||Six of Spades||King of Spades||(20 points)"
0,19,"Seven of Hearts||Ten of Spades||Ten of Diamonds||(27 points)"
0,19,"King of Hearts||Seven of Spades||Seven of Hearts||(24 points)"
1,19,"Two of Clubs||Three of Spades||Seven of Spades||Nigh of Diamonds||(21 points)"
1,19,"Four of Diamonds||Four of Spades||Ten of Spades||Ace of Hearts||(19 or 29 points)"
1,19,"Jack of Spades||Six of Diamonds||Four of Diamonds||(20 points)"
0,19,"Eight of Hearts||King of Hearts||Nigh of Clubs||(27 points)"
1,19,"Eight of Spades||Eight of Diamonds||Ace of Diamonds||(17 or 27 points)"
0,19,"Two of Clubs||Jack of Clubs||Four of Spades||Ten of Hearts||(26 points)"
1,19,"Eight of Spades||Four of Hearts||Ace of Spades||(13 or 23 points)"
0,19,"Queen of Hearts||Six of Clubs||Seven of Diamonds||(23 points)"
0,19,"Two of Diamonds||Nigh of Diamonds||Six of Hearts||Six of Spades||(23 points)"
0,19,"Eight of Hearts||Two of Hearts||Nigh of Diamonds||Nigh of Hearts||(28 points)"
1,19,"Three of Diamonds||Ace of Hearts||Nigh of Hearts||(13 or 23 points)"
0,19,"Jack of Clubs||Five of Hearts||Queen of Spades||(25 points)"
0,19,"Ten of Spades||Two of Spades||King of Hearts||(22 points)"
1,19,"Jack of Hearts||Nigh of Clubs||Two of Hearts||(21 points)"
1,19,"Ten of Spades||Queen of Hearts||(20 points)"
1,19,"Two of Hearts||Nigh of Hearts||Ten of Clubs||(21 points)"
